time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
34.5,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.085,0.084,0.084,0.1,0.132,0.11,0.088,0.15,0.102,0.13,0.088,0.105,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.131,0.106,0.108,0.099,0.129,0.085,0.084,0.108,0.101,0.099,0.131,0.086,0.109,0.148,0.09,0.121,0.099,0.085,0.085,0.132,0.101,0.151,0.109,0.097,0.086,0.13,0.109,0.087,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.099,0.102,0.123,0.085,0.085,0.111,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
35,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.087,0.087,0.085,0.084,0.084,0.1,0.132,0.111,0.088,0.15,0.102,0.13,0.088,0.105,0.089,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.131,0.106,0.108,0.099,0.129,0.086,0.084,0.108,0.102,0.099,0.13,0.086,0.109,0.148,0.091,0.121,0.099,0.085,0.085,0.132,0.101,0.151,0.109,0.097,0.087,0.13,0.109,0.088,0.085,0.085,0.085,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.123,0.086,0.085,0.111,0.131,0.087,0.153,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
35.5,0.086,0.085,0.084,0.086,0.088,0.086,0.087,0.089,0.086,0.088,0.085,0.084,0.084,0.1,0.132,0.111,0.088,0.15,0.102,0.13,0.088,0.105,0.089,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.131,0.106,0.108,0.099,0.128,0.086,0.084,0.108,0.101,0.099,0.131,0.087,0.109,0.148,0.09,0.121,0.099,0.085,0.085,0.132,0.101,0.151,0.11,0.097,0.086,0.13,0.109,0.088,0.085,0.085,0.085,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.123,0.085,0.085,0.111,0.131,0.086,0.152,0.101,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
36,0.087,0.085,0.085,0.087,0.088,0.087,0.087,0.089,0.087,0.088,0.085,0.085,0.084,0.1,0.132,0.111,0.088,0.151,0.102,0.13,0.088,0.105,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.131,0.106,0.108,0.099,0.129,0.086,0.085,0.108,0.101,0.099,0.131,0.087,0.11,0.148,0.091,0.121,0.099,0.085,0.085,0.133,0.101,0.152,0.11,0.097,0.087,0.13,0.109,0.088,0.086,0.085,0.085,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.123,0.085,0.086,0.111,0.132,0.087,0.152,0.102,0.099,0.088,0.131,0.089,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.086,0.085,0.085,0.085,0.086,0.085,0.086
36.5,0.087,0.085,0.085,0.087,0.088,0.087,0.087,0.089,0.087,0.087,0.085,0.085,0.084,0.1,0.133,0.111,0.088,0.151,0.102,0.13,0.088,0.105,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.131,0.106,0.108,0.099,0.128,0.086,0.084,0.108,0.101,0.099,0.131,0.087,0.11,0.148,0.091,0.121,0.099,0.085,0.085,0.132,0.101,0.152,0.11,0.097,0.087,0.13,0.109,0.088,0.086,0.085,0.086,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.123,0.086,0.086,0.111,0.131,0.087,0.153,0.102,0.099,0.087,0.132,0.088,0.112,0.085,0.086,0.084,0.085,0.085,0.085,0.086,0.085,0.084,0.085,0.086,0.085,0.086
37,0.087,0.085,0.085,0.087,0.088,0.087,0.087,0.089,0.087,0.088,0.085,0.084,0.084,0.1,0.133,0.111,0.088,0.151,0.102,0.13,0.088,0.105,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.131,0.106,0.108,0.098,0.128,0.086,0.085,0.108,0.101,0.099,0.131,0.087,0.109,0.149,0.091,0.121,0.099,0.085,0.085,0.133,0.101,0.152,0.11,0.097,0.087,0.13,0.109,0.087,0.085,0.085,0.086,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.122,0.085,0.086,0.111,0.131,0.087,0.153,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
37.5,0.086,0.085,0.085,0.086,0.088,0.086,0.087,0.089,0.086,0.087,0.084,0.084,0.084,0.099,0.132,0.11,0.088,0.151,0.102,0.13,0.088,0.104,0.088,0.086,0.084,0.087,0.087,0.131,0.102,0.086,0.131,0.106,0.107,0.098,0.127,0.085,0.084,0.108,0.102,0.099,0.131,0.086,0.109,0.148,0.09,0.121,0.099,0.085,0.085,0.132,0.1,0.151,0.109,0.097,0.086,0.13,0.109,0.087,0.085,0.084,0.085,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.099,0.102,0.122,0.085,0.085,0.111,0.131,0.086,0.152,0.103,0.098,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.084,0.085,0.085,0.085,0.085,0.086,0.085,0.086
38,0.087,0.085,0.085,0.086,0.088,0.087,0.087,0.089,0.087,0.088,0.085,0.085,0.084,0.1,0.133,0.111,0.088,0.151,0.102,0.13,0.088,0.105,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.087,0.132,0.106,0.108,0.099,0.127,0.086,0.084,0.108,0.101,0.099,0.131,0.087,0.109,0.149,0.09,0.121,0.099,0.085,0.085,0.133,0.101,0.152,0.11,0.097,0.087,0.13,0.11,0.088,0.085,0.085,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.122,0.085,0.086,0.111,0.131,0.087,0.152,0.102,0.099,0.088,0.131,0.088,0.112,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
38.5,0.087,0.085,0.085,0.086,0.088,0.087,0.087,0.089,0.086,0.087,0.085,0.085,0.084,0.1,0.133,0.111,0.088,0.152,0.102,0.13,0.088,0.104,0.089,0.086,0.085,0.087,0.087,0.132,0.102,0.086,0.131,0.106,0.108,0.098,0.127,0.086,0.084,0.108,0.101,0.099,0.131,0.087,0.109,0.149,0.09,0.121,0.099,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.086,0.13,0.109,0.088,0.085,0.085,0.085,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.122,0.085,0.086,0.111,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
39,0.086,0.085,0.085,0.086,0.088,0.087,0.087,0.089,0.086,0.088,0.085,0.084,0.084,0.1,0.133,0.111,0.088,0.152,0.102,0.13,0.088,0.104,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.131,0.106,0.107,0.099,0.126,0.086,0.084,0.108,0.101,0.099,0.131,0.087,0.109,0.148,0.09,0.121,0.099,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.086,0.13,0.109,0.087,0.085,0.085,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.122,0.085,0.086,0.111,0.131,0.086,0.152,0.101,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
39.5,0.087,0.085,0.085,0.086,0.088,0.087,0.087,0.089,0.087,0.087,0.085,0.084,0.084,0.1,0.133,0.111,0.088,0.152,0.102,0.13,0.088,0.104,0.089,0.086,0.084,0.087,0.087,0.132,0.102,0.086,0.131,0.106,0.107,0.099,0.126,0.086,0.084,0.108,0.1,0.099,0.131,0.086,0.109,0.148,0.09,0.12,0.099,0.085,0.085,0.133,0.101,0.152,0.11,0.097,0.086,0.13,0.109,0.087,0.085,0.084,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.101,0.122,0.085,0.086,0.111,0.131,0.087,0.153,0.103,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.084,0.085,0.086,0.085,0.086
40,0.087,0.085,0.085,0.087,0.088,0.087,0.087,0.089,0.087,0.088,0.085,0.084,0.084,0.1,0.133,0.111,0.088,0.152,0.102,0.13,0.088,0.104,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.131,0.106,0.108,0.098,0.126,0.086,0.084,0.108,0.102,0.099,0.131,0.087,0.11,0.149,0.091,0.121,0.099,0.085,0.085,0.133,0.101,0.152,0.11,0.097,0.087,0.13,0.11,0.088,0.085,0.085,0.085,0.135,0.112,0.086,0.088,0.109,0.155,0.089,0.1,0.102,0.122,0.085,0.086,0.111,0.132,0.087,0.152,0.102,0.099,0.088,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.086,0.085,0.085,0.085,0.086,0.085,0.086
40.5,0.087,0.085,0.085,0.086,0.088,0.087,0.087,0.089,0.086,0.087,0.085,0.084,0.084,0.1,0.133,0.111,0.088,0.152,0.102,0.13,0.088,0.104,0.089,0.086,0.085,0.088,0.087,0.132,0.102,0.086,0.132,0.106,0.108,0.099,0.126,0.086,0.085,0.108,0.101,0.099,0.131,0.087,0.11,0.149,0.09,0.121,0.099,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.087,0.13,0.11,0.087,0.085,0.085,0.086,0.135,0.112,0.086,0.088,0.11,0.155,0.089,0.1,0.102,0.121,0.086,0.086,0.111,0.131,0.087,0.153,0.102,0.099,0.087,0.131,0.088,0.112,0.085,0.086,0.084,0.086,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
41,0.087,0.085,0.085,0.087,0.088,0.087,0.087,0.089,0.087,0.087,0.085,0.085,0.084,0.1,0.133,0.111,0.088,0.152,0.102,0.13,0.088,0.104,0.089,0.086,0.084,0.088,0.088,0.132,0.102,0.086,0.132,0.106,0.108,0.098,0.125,0.086,0.084,0.108,0.102,0.099,0.131,0.086,0.11,0.149,0.09,0.12,0.099,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.087,0.13,0.11,0.088,0.085,0.085,0.086,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.121,0.086,0.086,0.111,0.132,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
41.5,0.087,0.085,0.085,0.086,0.088,0.087,0.087,0.089,0.087,0.087,0.085,0.084,0.084,0.1,0.133,0.11,0.088,0.153,0.102,0.13,0.088,0.104,0.088,0.086,0.084,0.087,0.087,0.132,0.102,0.086,0.131,0.106,0.107,0.098,0.125,0.086,0.084,0.108,0.101,0.099,0.131,0.086,0.109,0.148,0.09,0.12,0.098,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.086,0.13,0.11,0.087,0.085,0.085,0.085,0.135,0.112,0.086,0.088,0.109,0.155,0.089,0.099,0.102,0.121,0.085,0.086,0.111,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
42,0.087,0.085,0.085,0.087,0.088,0.087,0.088,0.089,0.087,0.087,0.085,0.085,0.084,0.1,0.133,0.111,0.088,0.153,0.102,0.13,0.088,0.104,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.132,0.106,0.107,0.099,0.125,0.086,0.085,0.108,0.101,0.099,0.131,0.087,0.109,0.149,0.091,0.12,0.099,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.086,0.13,0.11,0.088,0.085,0.085,0.086,0.135,0.112,0.086,0.088,0.109,0.155,0.089,0.1,0.102,0.121,0.086,0.086,0.112,0.132,0.087,0.153,0.103,0.099,0.087,0.132,0.088,0.112,0.085,0.086,0.085,0.086,0.085,0.085,0.086,0.085,0.085,0.085,0.086,0.085,0.086
42.5,0.086,0.085,0.085,0.086,0.088,0.087,0.087,0.089,0.087,0.087,0.085,0.084,0.084,0.1,0.133,0.111,0.088,0.153,0.102,0.13,0.088,0.104,0.089,0.086,0.085,0.088,0.087,0.132,0.102,0.086,0.132,0.107,0.107,0.098,0.125,0.086,0.085,0.108,0.101,0.099,0.131,0.086,0.11,0.148,0.091,0.12,0.098,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.087,0.13,0.11,0.088,0.085,0.084,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.121,0.086,0.086,0.112,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.112,0.085,0.086,0.084,0.086,0.085,0.085,0.086,0.085,0.085,0.085,0.086,0.085,0.086
43,0.087,0.085,0.085,0.087,0.088,0.087,0.088,0.089,0.086,0.088,0.085,0.084,0.084,0.1,0.133,0.111,0.088,0.153,0.102,0.13,0.088,0.104,0.089,0.086,0.085,0.088,0.087,0.132,0.102,0.086,0.132,0.106,0.107,0.098,0.124,0.086,0.084,0.108,0.102,0.099,0.131,0.087,0.109,0.148,0.09,0.12,0.098,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.086,0.13,0.11,0.087,0.085,0.085,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.121,0.086,0.086,0.111,0.131,0.087,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
43.5,0.087,0.085,0.085,0.087,0.088,0.087,0.088,0.089,0.087,0.088,0.085,0.085,0.084,0.1,0.133,0.111,0.088,0.153,0.102,0.131,0.088,0.104,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.132,0.107,0.107,0.098,0.124,0.086,0.084,0.108,0.101,0.099,0.131,0.087,0.11,0.149,0.09,0.12,0.099,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.087,0.13,0.11,0.087,0.085,0.085,0.086,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.121,0.086,0.086,0.112,0.131,0.087,0.152,0.102,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.085,0.085,0.085,0.085,0.086,0.085,0.085,0.085,0.086,0.085,0.086
44,0.087,0.085,0.085,0.087,0.088,0.087,0.087,0.089,0.087,0.088,0.085,0.084,0.084,0.1,0.133,0.11,0.088,0.153,0.102,0.13,0.088,0.104,0.089,0.086,0.084,0.087,0.087,0.132,0.102,0.086,0.132,0.106,0.107,0.098,0.123,0.086,0.084,0.108,0.1,0.099,0.131,0.087,0.109,0.148,0.09,0.119,0.098,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.086,0.129,0.11,0.087,0.085,0.085,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.101,0.121,0.085,0.086,0.111,0.131,0.087,0.152,0.102,0.099,0.087,0.131,0.088,0.112,0.085,0.086,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
44.5,0.087,0.085,0.085,0.086,0.088,0.087,0.088,0.089,0.087,0.088,0.085,0.085,0.084,0.1,0.133,0.111,0.088,0.153,0.103,0.13,0.088,0.104,0.089,0.086,0.085,0.088,0.087,0.132,0.102,0.086,0.132,0.107,0.107,0.098,0.123,0.086,0.085,0.108,0.101,0.099,0.131,0.087,0.109,0.149,0.09,0.119,0.099,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.087,0.13,0.11,0.088,0.085,0.085,0.085,0.134,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.101,0.12,0.086,0.086,0.112,0.131,0.087,0.152,0.103,0.099,0.087,0.131,0.088,0.112,0.085,0.086,0.085,0.086,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
45,0.087,0.086,0.085,0.087,0.088,0.087,0.088,0.089,0.087,0.088,0.085,0.085,0.084,0.1,0.133,0.111,0.088,0.153,0.103,0.13,0.088,0.104,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.132,0.107,0.107,0.099,0.123,0.086,0.084,0.108,0.101,0.099,0.131,0.087,0.11,0.148,0.091,0.119,0.098,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.086,0.13,0.11,0.087,0.085,0.085,0.086,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.12,0.086,0.086,0.112,0.131,0.087,0.152,0.104,0.099,0.088,0.131,0.088,0.112,0.085,0.086,0.085,0.086,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
45.5,0.087,0.086,0.085,0.086,0.088,0.087,0.087,0.089,0.087,0.088,0.085,0.084,0.084,0.1,0.133,0.11,0.088,0.154,0.103,0.131,0.088,0.104,0.089,0.086,0.085,0.087,0.087,0.132,0.102,0.086,0.132,0.106,0.107,0.098,0.123,0.086,0.085,0.108,0.101,0.099,0.131,0.086,0.109,0.148,0.09,0.119,0.098,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.087,0.13,0.11,0.087,0.085,0.084,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.101,0.12,0.086,0.086,0.112,0.131,0.087,0.152,0.103,0.099,0.087,0.131,0.088,0.111,0.085,0.086,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
46,0.087,0.085,0.085,0.086,0.088,0.087,0.088,0.089,0.086,0.087,0.085,0.084,0.084,0.1,0.133,0.11,0.088,0.153,0.102,0.13,0.088,0.104,0.088,0.086,0.085,0.088,0.087,0.132,0.102,0.086,0.132,0.106,0.107,0.098,0.122,0.086,0.084,0.108,0.1,0.099,0.131,0.087,0.109,0.148,0.09,0.118,0.098,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.086,0.129,0.11,0.087,0.085,0.084,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.101,0.12,0.085,0.085,0.111,0.131,0.086,0.152,0.103,0.098,0.087,0.131,0.088,0.111,0.085,0.086,0.085,0.085,0.085,0.085,0.086,0.085,0.085,0.085,0.086,0.085,0.086
46.5,0.087,0.085,0.085,0.087,0.088,0.087,0.088,0.089,0.087,0.088,0.085,0.084,0.084,0.1,0.133,0.111,0.088,0.154,0.102,0.13,0.088,0.104,0.089,0.086,0.084,0.088,0.087,0.132,0.102,0.086,0.132,0.107,0.107,0.098,0.122,0.086,0.084,0.108,0.101,0.099,0.131,0.086,0.11,0.148,0.091,0.118,0.098,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.087,0.13,0.11,0.087,0.085,0.085,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.101,0.12,0.086,0.086,0.112,0.131,0.086,0.152,0.102,0.099,0.087,0.131,0.088,0.112,0.085,0.086,0.084,0.086,0.085,0.085,0.086,0.085,0.084,0.085,0.086,0.085,0.086
47,0.087,0.086,0.085,0.087,0.089,0.087,0.088,0.09,0.087,0.088,0.085,0.085,0.084,0.1,0.133,0.111,0.088,0.154,0.103,0.131,0.088,0.104,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.132,0.107,0.107,0.098,0.122,0.086,0.085,0.108,0.1,0.099,0.132,0.087,0.11,0.149,0.091,0.119,0.098,0.085,0.085,0.133,0.101,0.153,0.109,0.097,0.086,0.13,0.11,0.088,0.085,0.085,0.086,0.135,0.112,0.086,0.088,0.109,0.155,0.089,0.1,0.101,0.12,0.086,0.086,0.112,0.132,0.087,0.152,0.103,0.099,0.087,0.131,0.089,0.112,0.085,0.087,0.085,0.086,0.085,0.085,0.086,0.085,0.085,0.085,0.086,0.085,0.086
47.5,0.087,0.086,0.085,0.087,0.089,0.087,0.088,0.089,0.087,0.088,0.085,0.084,0.084,0.1,0.133,0.111,0.088,0.154,0.103,0.131,0.088,0.104,0.089,0.086,0.085,0.088,0.088,0.133,0.102,0.086,0.132,0.107,0.107,0.098,0.122,0.086,0.085,0.108,0.1,0.099,0.131,0.087,0.11,0.148,0.09,0.118,0.098,0.085,0.085,0.133,0.101,0.153,0.109,0.097,0.086,0.13,0.11,0.087,0.086,0.085,0.086,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.102,0.119,0.086,0.086,0.112,0.132,0.087,0.152,0.103,0.099,0.087,0.131,0.088,0.112,0.085,0.086,0.085,0.086,0.085,0.085,0.086,0.085,0.085,0.085,0.086,0.085,0.086
48,0.087,0.086,0.085,0.086,0.088,0.087,0.088,0.089,0.087,0.088,0.085,0.084,0.084,0.1,0.133,0.11,0.088,0.154,0.102,0.131,0.088,0.104,0.089,0.086,0.085,0.088,0.088,0.132,0.102,0.086,0.132,0.106,0.107,0.098,0.122,0.086,0.085,0.108,0.101,0.099,0.132,0.086,0.109,0.148,0.09,0.118,0.098,0.085,0.085,0.133,0.101,0.152,0.109,0.097,0.086,0.13,0.11,0.087,0.085,0.085,0.085,0.135,0.112,0.086,0.088,0.109,0.154,0.089,0.1,0.101,0.119,0.086,0.086,0.112,0.131,0.087,0.152,0.102,0.099,0.087,0.131,0.088,0.112,0.085,0.086,0.084,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.086,0.085,0.086
